strain	date		country	region	lineage	GRI.Lineage.Level.0	GRI.Lineage.Level.1	GRI.Lineage.Level.2	GRI.Lineage.Level.3	GRI.Lineage.Level.4	GRI.Lineage.Level.5	GRI.Lineage.Level.6	GRI.Lineage.Level.7	GRI.Lineage.Level.8	author	accession	old_date	decimal_date	latitude	longitude
MF001514.1	2015-01-01		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.0	A.0.1.0.0.0	A.0.1.0.0.0	A.0.1.0.0.0	A.0.1.0.0.0	Sanders,W., Long,K., Rivera,B., Vincent,H.A., Heise,M.T., Rodriguez-Orengo,J.F. and Moorman,N.J.	NA	2015-01-01 (2015-01-01 - 2015-06-07)	2015	39.7837304	-100.445882
KY680378.1	2014-10-19		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.0	A.0.1.0.0.0	A.0.1.0.0.0.0	A.0.1.0.0.0.0	A.0.1.0.0.0.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-10-19	2014.79726027397	39.7837304	-100.445882
KR559479.1	2014-04-01		Dominican_Republic	CAR	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.0	A.0.1.0.0.0	A.0.1.0.0.0.0	A.0.1.0.0.0.0.0	A.0.1.0.0.0.0.0	Lanciotti,R.S.	NA	2014-04-01 (2014-04-01 - 2014-04-26)	2014.24657534247	19.0974031	-70.3028026
KR559498.1	2014-03-29		Dominican_Republic	CAR	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.0	A.0.1.0.0.0	A.0.1.0.0.0.0	A.0.1.0.0.0.0.0	A.0.1.0.0.0.0.0	Lanciotti,R.S.	NA	2014-03-29 (2014-03-01 - 2014-03-31)	2014.23835616438	19.0974031	-70.3028026
KY575572.1	2014-07-24		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0	A.0.1.0	A.0.1.0	A.0.1.0	A.0.1.0	Shabman,R., Pickett,B.E., Das,S.R., Fedorova,N., Shrivastava,S., Puri,V., Tan,Y., Hu,L., Amedeo,P., Jones,S. and Kramer,L.	NA	2014-07-24 (2014-05-02 - 2014-12-12)	2014.55890410959	39.7837304	-100.445882
KY680394.1	2014-10-05		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0	A.0.1.0	A.0.1.0	A.0.1.0	A.0.1.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-10-05	2014.75890410959	39.7837304	-100.445882
KR264951.1	2014-08-14		Puerto_Rico	CAR	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.4	A.0.1.0.4	A.0.1.0.4	A.0.1.0.4	A.0.1.0.4	Chiu,C.Y., Bres,V., Yu,G., Krysztof,D., Naccache,S.N., Lee,D., Pfeil,J., Linnen,J.M. and Stramer,S.L.	NA	2014-08-14	2014.61643835616	18.2247706	-66.4858295
KY680392.1	2014-10-19		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.4	A.0.1.0.4	A.0.1.0.4	A.0.1.0.4	A.0.1.0.4	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-10-19	2014.79726027397	39.7837304	-100.445882
MF001517.1	2015-01-07		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.3	A.0.1.0.3	A.0.1.0.3	A.0.1.0.3	A.0.1.0.3	Sanders,W., Long,K., Rivera,B., Vincent,H.A., Heise,M.T., Rodriguez-Orengo,J.F. and Moorman,N.J.	NA	2015-01-07 (2015-01-01 - 2015-12-31)	2015.01643835616	39.7837304	-100.445882
KY680381.1	2014-10-21		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.3	A.0.1.0.3.0	A.0.1.0.3.0	A.0.1.0.3.0	A.0.1.0.3.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-10-21	2014.80273972603	39.7837304	-100.445882
KY680404.1	2014-09-17		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.3	A.0.1.0.3.0	A.0.1.0.3.0	A.0.1.0.3.0	A.0.1.0.3.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-09-17	2014.7095890411	39.7837304	-100.445882
MF001508.1	2015-02-17		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.1	A.0.1.0.1	A.0.1.0.1	A.0.1.0.1	A.0.1.0.1	Sanders,W., Long,K., Rivera,B., Vincent,H.A., Heise,M.T., Rodriguez-Orengo,J.F. and Moorman,N.J.	NA	2015-02-17 (2015-01-01 - 2015-12-31)	2015.12876712329	39.7837304	-100.445882
MF001506.1	2015-09-23		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.1	A.0.1.0.1	A.0.1.0.1	A.0.1.0.1	A.0.1.0.1	Sanders,W., Long,K., Rivera,B., Vincent,H.A., Heise,M.T., Rodriguez-Orengo,J.F. and Moorman,N.J.	NA	2015-09-23 (2015-01-01 - 2015-12-31)	2015.72602739726	39.7837304	-100.445882
KY680348.1	2014-09-05		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.1	A.0.1.0.1.2	A.0.1.0.1.2	A.0.1.0.1.2	A.0.1.0.1.2	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-09-05	2014.67671232877	39.7837304	-100.445882
KY680350.1	2014-12-10		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.1	A.0.1.0.1.2	A.0.1.0.1.2	A.0.1.0.1.2	A.0.1.0.1.2	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-12-10	2014.9397260274	39.7837304	-100.445882
KY680380.1	2014-10-13		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.1	A.0.1.0.1.1	A.0.1.0.1.1	A.0.1.0.1.1	A.0.1.0.1.1	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-10-13	2014.78082191781	39.7837304	-100.445882
MF001516.1	2015-01-18		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.1	A.0.1.0.1.1	A.0.1.0.1.1	A.0.1.0.1.1	A.0.1.0.1.1	Sanders,W., Long,K., Rivera,B., Vincent,H.A., Heise,M.T., Rodriguez-Orengo,J.F. and Moorman,N.J.	NA	2015-01-18 (2015-01-01 - 2015-12-31)	2015.04657534247	39.7837304	-100.445882
KR559482.1	2014-08-12		Virgin_Islands	CAR	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.1	A.0.1.0.1.0	A.0.1.0.1.0	A.0.1.0.1.0	A.0.1.0.1.0	Lanciotti,R.S.	NA	2014-08-12 (2014-08-01 - 2014-08-31)	2014.61095890411	17.789187	-64.7080574
KR559480.1	2014-09-30		Virgin_Islands	CAR	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.1	A.0.1.0.1.0	A.0.1.0.1.0	A.0.1.0.1.0	A.0.1.0.1.0	Lanciotti,R.S.	NA	2014-09-30 (2014-09-05 - 2014-09-30)	2014.74520547945	17.789187	-64.7080574
KY680409.1	2014-10-21		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.1	A.0.1.0.1.0	A.0.1.0.1.0	A.0.1.0.1.0	A.0.1.0.1.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-10-21	2014.80273972603	39.7837304	-100.445882
KR559476.1	2014-07-01		Haiti	CAR	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Lanciotti,R.S.	NA	2014-07-01 (2014-07-01 - 2014-07-27)	2014.49589041096	19.1399952	-72.3570972
KY703899.1	2015-10-20		Nicaragua	CAm	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A., Balmaseda,A.L., Guillermina,K., Gresh,L., Gordon,A. and Harris,E.	NA	2015-10-20	2015.8	12.3506436	-85.7841006
LC259089.1	2014-06-23		Dominica	CAR	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Nakayama,E., Tajima,S., Kotaki,A. and Tomohiko,T.	NA	2014-06-23	2014.47397260274	15.4113138	-61.3653618
KR046229.1	2014-09-17		Trinidad_and_Tobago	CAR	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Sahadeo,N., Mohammed,H., Allicock,O.M., Auguste,A.J., Widen,S.G., Badal,K., Pulchan,K., Foster,J.E., Weaver,S.C. and Carrington,C.V.	NA	2014-09-17	2014.7095890411	10.7466905	-61.0840075
KR559488.1	2014-09-01		Honduras	CAm	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Lanciotti,R.S.	NA	2014-09-01 (2014-09-01 - 2014-09-27)	2014.66575342466	15.2572432	-86.0755145
LC259092.1	2016-02-28		Cuba	CAR	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Nakayama,E., Tajima,S., Kotaki,A. and Tomohiko,T.	NA	2016-02-28	2016.15846994536	23.0131338	-80.8328748
KY703970.1	2015-11-28		Nicaragua	CAm	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A., Balmaseda,A.L., Guillermina,K., Gresh,L., Gordon,A. and Harris,E.	NA	2015-11-28	2015.90684931507	12.3506436	-85.7841006
KY680382.1	2014-06-04		USA	NAm	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-06-04	2014.42191780822	39.7837304	-100.445882
KY435471.1	2014-06-11		Turks_and_Caicos_Islands	CAR	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Sahadeo,N.S.D., Allicock,O.M., De Salazar,P.M., Auguste,A.J., Widen,S., Olowokure,B., Gutierrez,C., Valadere,A.M., Polson-Edwards,K., Weaver,S.C. and Carrington,C.V.F.	NA	2014-06-11	2014.44109589041	21.721746	-71.5527809
KY435470.1	2014-07-08		Bahamas	CAR	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Sahadeo,N.S.D., Allicock,O.M., De Salazar,P.M., Auguste,A.J., Widen,S., Olowokure,B., Gutierrez,C., Valadere,A.M., Polson-Edwards,K., Weaver,S.C. and Carrington,C.V.F.	NA	2014-07-08	2014.51506849315	24.7736546	-78.0000547
KY680399.1	2014-09-05		USA	NAm	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-09-05	2014.67671232877	39.7837304	-100.445882
KY680363.1	2014-06-15		USA	NAm	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-06-15	2014.45205479452	39.7837304	-100.445882
KY680355.1	2014-07-22		USA	NAm	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-07-22	2014.55342465753	39.7837304	-100.445882
MF773560.1	2014-12-14		USA		AUL-Am	A	A.0	A.0.19	A.0.19	A.0.19	A.0.19	A.0.19	A.0.19	A.0.19	Pyke,A.T., Moore,P.R. and McMahon,J.	NA	2014-12-14 (2014-07-17 - 2014-12-31)	2014.95068493151	39.7837304	-100.445882
KY435459.1	2014-09-17		Cayman_Islands	CAR	AUL-Am	A	A.0	A.0.19	A.0.19	A.0.19	A.0.19	A.0.19	A.0.19	A.0.19	Sahadeo,N.S.D., Allicock,O.M., De Salazar,P.M., Auguste,A.J., Widen,S., Olowokure,B., Gutierrez,C., Valadere,A.M., Polson-Edwards,K., Weaver,S.C. and Carrington,C.V.F.	NA	2014-09-17	2014.7095890411	19.7031822	-79.9174627
KY680379.1	2014-09-16		USA	NAm	AUL-Am	A	A.0	A.0.19	A.0.19	A.0.19	A.0.19	A.0.19	A.0.19	A.0.19	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-09-16	2014.70684931507	39.7837304	-100.445882
KY435480.1	2014-04-27		Haiti	CAR	AUL-Am	A	A.0	A.0.18	A.0.18	A.0.18	A.0.18	A.0.18	A.0.18	A.0.18	Sahadeo,N.S.D., Allicock,O.M., De Salazar,P.M., Auguste,A.J., Widen,S., Olowokure,B., Gutierrez,C., Valadere,A.M., Polson-Edwards,K., Weaver,S.C. and Carrington,C.V.F.	NA	2014-04-27	2014.31780821918	19.1399952	-72.3570972
KY435461.1	2014-08-24		Jamaica	CAR	AUL-Am	A	A.0	A.0.18	A.0.18	A.0.18	A.0.18	A.0.18	A.0.18	A.0.18	Sahadeo,N.S.D., Allicock,O.M., De Salazar,P.M., Auguste,A.J., Widen,S., Olowokure,B., Gutierrez,C., Valadere,A.M., Polson-Edwards,K., Weaver,S.C. and Carrington,C.V.F.	NA	2014-08-24	2014.64383561644	18.1850507	-77.3947693
KY435456.1	2014-08-17		Suriname	SAm	AUL-Am	A	A.0	A.0.18	A.0.18	A.0.18	A.0.18	A.0.18	A.0.18	A.0.18	Sahadeo,N.S.D., Allicock,O.M., De Salazar,P.M., Auguste,A.J., Widen,S., Olowokure,B., Gutierrez,C., Valadere,A.M., Polson-Edwards,K., Weaver,S.C. and Carrington,C.V.F.	NA	2014-08-17	2014.62465753425	4.1413025	-56.0771187
LN898108.1	2014-01-31		Martinique	CAR	AUL-Am	A	A.0	A.0.15	A.0.15	A.0.15	A.0.15	A.0.15	A.0.15	A.0.15	Stapleford,K.A., Moratorio,G., Henningsson,R., Chen,R., Matheus,S., Enfissi,A., Weissglas-Volkov,D., Isakov,O., Blanc,H., Mounce,B.C., Dupont-Rouzeyrol,M., Shomron,N., Weaver,S., Fontes,M., Rousset,D. and Vignuzzi,M.	NA	2014-01-31 (2014-01-08 - 2014-01-31)	2014.08219178082	14.6113732	-60.9620777
LN898104.1	2014-01-01		Martinique	CAR	AUL-Am	A	A.0	A.0.15	A.0.15	A.0.15	A.0.15	A.0.15	A.0.15	A.0.15	Stapleford,K.A., Moratorio,G., Henningsson,R., Chen,R., Matheus,S., Enfissi,A., Weissglas-Volkov,D., Isakov,O., Blanc,H., Mounce,B.C., Dupont-Rouzeyrol,M., Shomron,N., Weaver,S., Fontes,M., Rousset,D. and Vignuzzi,M.	NA	2014-01-01 (2014-01-01 - 2014-01-27)	2014	14.6113732	-60.9620777
LN898101.1	2014-01-31		Martinique	CAR	AUL-Am	A	A.0	A.0.15	A.0.15.0	A.0.15.0	A.0.15.0	A.0.15.0	A.0.15.0	A.0.15.0	Stapleford,K.A., Moratorio,G., Henningsson,R., Chen,R., Matheus,S., Enfissi,A., Weissglas-Volkov,D., Isakov,O., Blanc,H., Mounce,B.C., Dupont-Rouzeyrol,M., Shomron,N., Weaver,S., Fontes,M., Rousset,D. and Vignuzzi,M.	NA	2014-01-31 (2014-01-11 - 2014-01-31)	2014.08219178082	14.6113732	-60.9620777
LN898105.1	2014-01-17		Martinique	CAR	AUL-Am	A	A.0	A.0.15	A.0.15.0	A.0.15.0	A.0.15.0	A.0.15.0	A.0.15.0	A.0.15.0	Stapleford,K.A., Moratorio,G., Henningsson,R., Chen,R., Matheus,S., Enfissi,A., Weissglas-Volkov,D., Isakov,O., Blanc,H., Mounce,B.C., Dupont-Rouzeyrol,M., Shomron,N., Weaver,S., Fontes,M., Rousset,D. and Vignuzzi,M.	NA	2014-01-17 (2014-01-01 - 2014-01-31)	2014.04383561644	14.6113732	-60.9620777
KY680352.1	2014-05-15		USA	NAm	AUL-Am	A	A.0	A.0.11	A.0.11	A.0.11	A.0.11	A.0.11	A.0.11	A.0.11	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-05-15	2014.36712328767	39.7837304	-100.445882
KY680398.1	2014-08-05		USA	NAm	AUL-Am	A	A.0	A.0.11	A.0.11.1	A.0.11.1	A.0.11.1	A.0.11.1	A.0.11.1	A.0.11.1	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-08-05	2014.59178082192	39.7837304	-100.445882
KY680361.1	2014-05-26		USA	NAm	AUL-Am	A	A.0	A.0.11	A.0.11.1	A.0.11.1	A.0.11.1	A.0.11.1	A.0.11.1	A.0.11.1	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-05-26	2014.39726027397	39.7837304	-100.445882
KY703961.1	2015-08-06		Nicaragua	CAm	AUL-Am	A	A.0	A.0.11	A.0.11.0	A.0.11.0	A.0.11.0	A.0.11.0	A.0.11.0	A.0.11.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A., Balmaseda,A.L., Guillermina,K., Gresh,L., Gordon,A. and Harris,E.	NA	2015-08-06	2015.59452054795	12.3506436	-85.7841006
KY703936.1	2015-10-07		Nicaragua	CAm	AUL-Am	A	A.0	A.0.11	A.0.11.0	A.0.11.0	A.0.11.0	A.0.11.0	A.0.11.0	A.0.11.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A., Balmaseda,A.L., Guillermina,K., Gresh,L., Gordon,A. and Harris,E.	NA	2015-10-07	2015.76438356164	12.3506436	-85.7841006
KY703977.1	2015-08-03		Nicaragua	CAm	AUL-Am	A	A.0	A.0.11	A.0.11.0	A.0.11.0	A.0.11.0	A.0.11.0	A.0.11.0	A.0.11.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A., Gordon,A. and Harris,E.	NA	2015-08-03	2015.58630136986	12.3506436	-85.7841006
KY703947.1	2014-11-19		Nicaragua	CAm	AUL-Am	A	A.0	A.0.10	A.0.10	A.0.10	A.0.10	A.0.10	A.0.10	A.0.10	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A., Balmaseda,A.L., Guillermina,K., Gresh,L., Gordon,A. and Harris,E.	NA	2014-11-19	2014.88219178082	12.3506436	-85.7841006
KY703928.1	2015-01-30		Nicaragua	CAm	AUL-Am	A	A.0	A.0.10	A.0.10	A.0.10	A.0.10	A.0.10	A.0.10	A.0.10	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A., Balmaseda,A.L., Guillermina,K., Gresh,L., Gordon,A. and Harris,E.	NA	2015-01-30	2015.07945205479	12.3506436	-85.7841006
KY703909.1	2015-01-28		Nicaragua	CAm	AUL-Am	A	A.0	A.0.10	A.0.10	A.0.10	A.0.10	A.0.10	A.0.10	A.0.10	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A., Balmaseda,A.L., Guillermina,K., Gresh,L., Gordon,A. and Harris,E.	NA	2015-01-28	2015.07397260274	12.3506436	-85.7841006
KY703984.1	2014-11-27		Nicaragua	CAm	AUL-Am	A	A.0	A.0.10	A.0.10	A.0.10	A.0.10	A.0.10	A.0.10	A.0.10	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A., Balmaseda,A.L., Guillermina,K., Gresh,L., Gordon,A. and Harris,E.	NA	2014-11-27	2014.90410958904	12.3506436	-85.7841006
KY703918.1	2015-01-26		Nicaragua	CAm	AUL-Am	A	A.0	A.0.10	A.0.10.0	A.0.10.0	A.0.10.0	A.0.10.0	A.0.10.0	A.0.10.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A., Balmaseda,A.L., Guillermina,K., Gresh,L., Gordon,A. and Harris,E.	NA	2015-01-26	2015.06849315068	12.3506436	-85.7841006
KY703901.1	2015-01-26		Nicaragua	CAm	AUL-Am	A	A.0	A.0.10	A.0.10.0	A.0.10.0	A.0.10.0	A.0.10.0	A.0.10.0	A.0.10.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A., Balmaseda,A.L., Guillermina,K., Gresh,L., Gordon,A. and Harris,E.	NA	2015-01-26	2015.06849315068	12.3506436	-85.7841006
KY703913.1	2015-08-13		Nicaragua	CAm	AUL-Am	A	A.0	A.0.9	A.0.9	A.0.9	A.0.9	A.0.9	A.0.9	A.0.9	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A., Balmaseda,A.L., Guillermina,K., Gresh,L., Gordon,A. and Harris,E.	NA	2015-08-13	2015.61369863014	12.3506436	-85.7841006
KP851709.1	2014-10-15		Mexico	CAm	AUL-Am	A	A.0	A.0.9	A.0.9	A.0.9	A.0.9	A.0.9	A.0.9	A.0.9	Diaz-Quinonez,J.A., Ortiz-Alcantara,J., Fragoso-Fonseca,D.E., Garces-Ayala,F., Escobar-Escamilla,N., Vazquez-Pichardo,M., Nunez-Leon,A., Torres-Rodriguez Mde,L., Torres-Longoria,B., Lopez-Martinez,I., Ruiz-Matus,C., Kuri-Morales,P. and Ramirez-Gonzalez,J.E.	NA	2014-10-15	2014.78630136986	23.6585116	-102.0077097
KY703945.1	2015-10-02		Nicaragua	CAm	AUL-Am	A	A.0	A.0.9	A.0.9.1	A.0.9.1	A.0.9.1	A.0.9.1	A.0.9.1	A.0.9.1	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A., Balmaseda,A.L., Guillermina,K., Gresh,L., Gordon,A. and Harris,E.	NA	2015-10-02	2015.75068493151	12.3506436	-85.7841006
MG921596.1	2015-07-06		Mexico	CAm	AUL-Am	A	A.0	A.0.9	A.0.9.1	A.0.9.1	A.0.9.1	A.0.9.1	A.0.9.1	A.0.9.1	Laredo-Tiscareno,S.V., Machain-Williams,C., Rodriguez-Perez,M.A., Garza-Hernandez,J.A., Doria-Cobos,G.L., Cetina-Trejo,R.C., Bacab-Cab,L.A., Tangudu,C.S., Charles,J., De Luna-Santillana,E.J., Garcia-Rejon,J.E. and Blitvich,B.J.	NA	2015-07-06 (2015-01-01 - 2015-12-31)	2015.5095890411	23.6585116	-102.0077097
KR559481.1	2014-09-30		Guatemala	CAm	AUL-Am	A	A.0	A.0.9	A.0.9	A.0.9	A.0.9	A.0.9	A.0.9	A.0.9	Lanciotti,R.S.	NA	2014-09-30 (2014-09-04 - 2014-09-30)	2014.74520547945	15.5855545	-90.345759
KY703917.1	2016-01-08		Nicaragua	CAm	AUL-Am	A	A.0	A.0.9	A.0.9.0	A.0.9.0	A.0.9.0	A.0.9.0	A.0.9.0	A.0.9.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A., Balmaseda,A.L., Guillermina,K., Gresh,L., Gordon,A. and Harris,E.	NA	2016-01-08	2016.01912568306	12.3506436	-85.7841006
KY703910.1	2015-10-18		Nicaragua	CAm	AUL-Am	A	A.0	A.0.9	A.0.9.0	A.0.9.0	A.0.9.0	A.0.9.0	A.0.9.0	A.0.9.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A., Balmaseda,A.L., Guillermina,K., Gresh,L., Gordon,A. and Harris,E.	NA	2015-10-18	2015.79452054795	12.3506436	-85.7841006
KY703962.1	2015-10-01		Nicaragua	CAm	AUL-Am	A	A.0	A.0.9	A.0.9.0	A.0.9.0	A.0.9.0	A.0.9.0	A.0.9.0	A.0.9.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A., Balmaseda,A.L., Guillermina,K., Gresh,L., Gordon,A. and Harris,E.	NA	2015-10-01	2015.74794520548	12.3506436	-85.7841006
KY680359.1	2014-07-04		USA	NAm	AUL-Am	A	A.0	A.0.7	A.0.7	A.0.7	A.0.7	A.0.7	A.0.7	A.0.7	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-07-04	2014.50410958904	39.7837304	-100.445882
KY680367.1	2014-06-09		USA	NAm	AUL-Am	A	A.0	A.0.7	A.0.7	A.0.7	A.0.7	A.0.7	A.0.7	A.0.7	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-06-09	2014.43561643836	39.7837304	-100.445882
KY680405.1	2014-06-18		USA	NAm	AUL-Am	A	A.0	A.0.7	A.0.7	A.0.7	A.0.7	A.0.7	A.0.7	A.0.7	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-06-18	2014.4602739726	39.7837304	-100.445882
KY680402.1	2014-07-27		USA	NAm	AUL-Am	A	A.0	A.0.7	A.0.7.1	A.0.7.1	A.0.7.1	A.0.7.1	A.0.7.1	A.0.7.1	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-07-27	2014.56712328767	39.7837304	-100.445882
KY680356.1	2014-07-21		USA	NAm	AUL-Am	A	A.0	A.0.7	A.0.7.1	A.0.7.1	A.0.7.1	A.0.7.1	A.0.7.1	A.0.7.1	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-07-21	2014.55068493151	39.7837304	-100.445882
